id,vote_id,winner_id,loser_id,winner_text,loser_text,response_time_s
r356,4456915,237235,237332,University Of Michigan-Ann Arbor,University Of Delaware,1.786
r79,4456916,237262,237278,University Of California-Davis,University Of Illinois At Urbana-Champaign,1.947
r102,4456917,237302,237307,Tulane University,Texas A & M University,1.662
r356,4456918,237259,237318,Johns Hopkins University,University Of Nebraska - Lincoln,2.188
r102,4456919,237323,237256,University Of Miami,University Of Minnesota-Twin Cities,1.468
r79,4456920,237275,237279,University Of Iowa,The New School for Social Research,2.803
r356,4456921,237277,237290,University Of Southern California,University Of Connecticut,2.118
r102,4456922,237276,237250,McGill University,Yale University,1.433
r102,4456923,237260,237257,Rutgers The State University Of New Jersey New Brunswick Campus,University Of California-Irvine,1.801
r356,4456924,237278,237277,University Of Illinois At Urbana-Champaign,University Of Southern California,3.02
r356,4456925,237267,237258,Brown University,University Of Arizona,2.041
r79,4456926,237285,237307,University Of Colorado At Boulder,Texas A & M University,6.082
r102,4456927,237271,237295,State University Of New York At Stony Brook,Michigan State University,3.079
r102,4456928,237316,237241,University Of Florida,Stanford University,1.412
r356,4456929,237283,237310,Boston University,University of North Carolina at Charlotte,3.016
r79,4456930,237331,237295,Bowling Green State University,Michigan State University,2.788
r102,4456931,237292,237272,Rice University,State University Of New York At Albany,1.681
r356,4456932,237241,237309,Stanford University,McMaster University,2.237
r79,4456933,237235,237275,University Of Michigan-Ann Arbor,University Of Iowa,1.301
r351,4456934,237244,237349,University Of Pennsylvania,Virginia Polytechnic Institute And State University,2.528
r102,4456935,237268,237240,University of Toronto,University Of California-Los Angeles,2.461
r356,4456936,237279,237304,The New School for Social Research,University Of Georgia,2.604
r351,4456937,237234,237255,University Of California-Berkeley,Ohio State University Main Campus,2.313
r102,4456938,237349,237259,Virginia Polytechnic Institute And State University,Johns Hopkins University,1.863
r356,4456939,237282,237278,University Of Oregon,University Of Illinois At Urbana-Champaign,1.873
r351,4456940,237238,237259,University Of Chicago,Johns Hopkins University,2.304
r102,4456941,237275,237261,University Of Iowa,University Of California-San Diego,1.387
r79,4456942,237300,237267,Florida State University,Brown University,6.218
r356,4456943,237279,237306,The New School for Social Research,North Carolina State University,1.733
r102,4456944,237304,237247,University Of Georgia,New York University,1.327
r79,4456945,237251,237336,University Of Texas At Austin,Queen's University,2.018
r356,4456946,237248,237272,Indiana University At Bloomington,State University Of New York At Albany,2.004
r351,4456947,237339,237287,University Of New Mexico Main Campus,University of Pittsburgh,4.748
r79,4456948,237275,237310,University Of Iowa,University of North Carolina at Charlotte,1.487
r356,4456949,237269,237263,Vanderbilt University,University Of Massachusetts Amherst,1.934
r79,4456950,237250,237266,Yale University,University Of California-Santa Barbara,1.511
r102,4456951,237272,237271,State University Of New York At Albany,State University Of New York At Stony Brook,6.659
r356,4456952,237254,237314,University Of Washington,University of Nevada Las Vegas,1.987
r102,4456953,237290,237236,University Of Connecticut,University Of Wisconsin-Madison,1.293
r356,4456954,237270,237249,City University Of New York Grad. Center,Cornell University,2.322
r79,4456955,237268,237252,University of Toronto,London School of Economics,3.422
r102,4456956,237327,237306,University of Edinburgh,North Carolina State University,1.463
r79,4456957,237234,237269,University Of California-Berkeley,Vanderbilt University,1.731
r102,4456958,237308,237250,Australian National University,Yale University,1.933
r356,4456959,237264,237277,University Of Maryland College Park,University Of Southern California,3.258
r102,4456960,237296,237235,Purdue University Main Campus,University Of Michigan-Ann Arbor,1.625
r79,4456961,237273,237336,University of British Columbia,Queen's University,2.358
r356,4456962,237276,237308,McGill University,Australian National University,2.425
r102,4456963,237327,237296,University of Edinburgh,Purdue University Main Campus,1.12
r356,4456964,237238,237305,University Of Chicago,Syracuse University Main Campus,1.288
r79,4456965,237298,237342,University Of California-San Francisco,Georgia State University,1.886
r356,4456966,237254,237312,University Of Washington,Northeastern University,1.56
r102,4456967,237324,237255,George Mason University,Ohio State University Main Campus,2.092
r79,4456968,237258,237276,University Of Arizona,McGill University,1.803
r356,4456969,237266,237290,University Of California-Santa Barbara,University Of Connecticut,2.062
r102,4456970,237277,237234,University Of Southern California,University Of California-Berkeley,1.707
r79,4456971,237278,237324,University Of Illinois At Urbana-Champaign,George Mason University,2.207
r102,4456972,237244,237340,University Of Pennsylvania,Baylor University,1.355
r356,4456973,237275,237256,University Of Iowa,University Of Minnesota-Twin Cities,2.204
r79,4456974,237262,237333,University Of California-Davis,Fordham University,1.277
r102,4456975,237307,237293,Texas A & M University,Arizona State University,1.64
r356,4456976,237264,237299,University Of Maryland College Park,State University Of New York At Buffalo,1.64
r79,4456977,237234,237285,University Of California-Berkeley,University Of Colorado At Boulder,1.584
r356,4456978,237293,237308,Arizona State University,Australian National University,1.74
r102,4456979,237327,237280,University of Edinburgh,Emory University,2.077
r79,4456980,237284,237319,Boston College,University Of South Carolina Columbia,2.47
r102,4456981,237304,237318,University Of Georgia,University Of Nebraska - Lincoln,2.177
r79,4456982,237339,237348,University Of New Mexico Main Campus,University of Leeds,1.779
r102,4456983,237302,237317,Tulane University,Loyola University Chicago,2.192
r356,4456984,237261,237306,University Of California-San Diego,North Carolina State University,7.533
r79,4456985,237244,237310,University Of Pennsylvania,University of North Carolina at Charlotte,1.313
r102,4456986,237313,237238,University Of Kansas,University Of Chicago,1.624
r356,4456987,237306,237332,North Carolina State University,University Of Delaware,1.559
r102,4456988,237327,237295,University of Edinburgh,Michigan State University,1.759
r356,4456989,237259,237299,Johns Hopkins University,State University Of New York At Buffalo,1.267
r102,4456990,237336,237322,Queen's University,University Of Missouri - Columbia,1.226
r356,4456991,237242,237298,University Of North Carolina At Chapel Hill,University Of California-San Francisco,1.699
r102,4456992,237290,237237,University Of Connecticut,Princeton University,1.274
r79,4456993,237263,237281,University Of Massachusetts Amherst,University Of Virginia,7.26
r356,4456994,237237,237295,Princeton University,Michigan State University,1.963
r102,4456995,237347,237318,University Of Tennessee,University Of Nebraska - Lincoln,1.193
r102,4456996,237260,237251,Rutgers The State University Of New Jersey New Brunswick Campus,University Of Texas At Austin,1.555
r356,4456997,237261,237308,University Of California-San Diego,Australian National University,1.813
r79,4456998,237248,237332,Indiana University At Bloomington,University Of Delaware,2.536
r356,4456999,237273,237332,University of British Columbia,University Of Delaware,1.03
r102,4457000,237319,237239,University Of South Carolina Columbia,Harvard University,1.381
r102,4457001,237317,237238,Loyola University Chicago,University Of Chicago,1.43
r356,4457002,237289,237240,Sciences Po (Institut Etudes Politiques de Paris),University Of California-Los Angeles,2.813
r102,4457003,237281,237247,University Of Virginia,New York University,1.376
r356,4457004,237309,237298,McMaster University,University Of California-San Francisco,1.284
r102,4457005,237331,237290,Bowling Green State University,University Of Connecticut,1.353
r356,4457006,237280,237254,Emory University,University Of Washington,1.424
r102,4457007,237324,237262,George Mason University,University Of California-Davis,1.29
r356,4457008,237273,237282,University of British Columbia,University Of Oregon,1.292
r102,4457009,237286,237297,University Of California-Riverside,State University Of New York At Binghamton,1.392
r356,4457010,237241,237313,Stanford University,University Of Kansas,3.25
r102,4457011,237277,237266,University Of Southern California,University Of California-Santa Barbara,2.424
r102,4457012,237275,237234,University Of Iowa,University Of California-Berkeley,1.312
r356,4457013,237246,237267,Duke University,Brown University,2.544
r102,4457014,237333,237250,Fordham University,Yale University,1.204
r356,4457015,237252,237281,London School of Economics,University Of Virginia,1.654
r102,4457016,237269,237247,Vanderbilt University,New York University,2.641
r356,4457017,237234,237272,University Of California-Berkeley,State University Of New York At Albany,2.121
r356,4457018,237251,237300,University Of Texas At Austin,Florida State University,4.231
r79,4457019,237262,237284,University Of California-Davis,Boston College,29.041
r356,4457020,237244,237262,University Of Pennsylvania,University Of California-Davis,1.342
r102,4457021,237290,237270,University Of Connecticut,City University Of New York Grad. Center,7.654
r79,4457022,237299,237336,State University Of New York At Buffalo,Queen's University,1.309
r356,4457023,237332,237313,University Of Delaware,University Of Kansas,2.056
r102,4457024,237260,237266,Rutgers The State University Of New Jersey New Brunswick Campus,University Of California-Santa Barbara,1.825
r356,4457025,237302,237300,Tulane University,Florida State University,1.462
r102,4457026,237332,237313,University Of Delaware,University Of Kansas,1.392
r79,4457027,237249,237259,Cornell University,Johns Hopkins University,3.797
r356,4457028,237238,237244,University Of Chicago,University Of Pennsylvania,1.757
r102,4457029,237339,237347,University Of New Mexico Main Campus,University Of Tennessee,1.771
